CASE_NUMBER,JOB_TITLE,SOC_CODE,SOC_TITLE,FULL_TIME_POSITION,BEGIN_DATE,END_DATE,EMPLOYER_NAME,TRADE_NAME_DBA,WORKSITE_ADDRESS1,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,PW_WAGE_LEVEL,Year,Quarter
I-200-25002-587567,Physician in a Post Graduate Training Program,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2026-06-30 00:00:00,BronxCare Health System,,1650 Grand Concourse,Bronx,BRONX,NY,10457,96970,,Year,,2025,Q2
I-200-25002-589800,Medical Resident - Anesthesiology,29-1229.00,"physicians, all other",Y,2025-06-30 00:00:00,2026-06-30 00:00:00,Henry Ford Health System,Henry Ford Health,2799 W. Grand Blvd.,Detroit,WAYNE,MI,48202,68902.8,,Year,I,2025,Q2
I-200-25002-589037,Clinical Resident,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,MAYO CLINIC,,Mayo Clinic,Scottsdale,MARICOPA,AZ,85259,96978,96979,Year,,2025,Q2
I-200-25002-588230,Clinical Resident,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,MAYO CLINIC,,Mayo Clinic,Rochester,OLMSTED,MN,55905,84357,88644,Year,,2025,Q2
I-200-25002-588927,Cardiologist,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Faith Regional Physician Services, LLC",,110 N. 29th Street,Norfolk,MADISON,NE,68701,632648.45,,Year,IV,2025,Q2
I-200-25002-587598,PHYSICIAN-PGY,29-1229.00,"physicians, all other",Y,2025-06-20 00:00:00,2028-06-19 00:00:00,ST. BARNABAS HOSPITAL,Not Applicable,St. Barnabas Hospital,Bronx,BRONX,NY,10457,76343,,Year,,2025,Q2
I-200-25002-589706,Resident,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,The Nebraska Medical Center,"Nebraska Medicine, Clarkson Family Medicine ",600 South 42nd Street,Omaha,DOUGLAS,NE,68198,70255,,Year,I,2025,Q2
I-200-25002-588186,Fellow - Pediatric Otolaryngology,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2026-06-30 00:00:00,UPMC Medical Education,,UPMC Children's Hospital of Pittsburgh,Pittsburgh,ALLEGHENY,PA,15224,81826,,Year,,2025,Q2
I-200-25002-588683,Infectious Disease Physician,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Masoud Khorsand-Sahbaie, M.D., P.A.",Kymera Independent Physicians,400 Military Heights Place,Roswell,CHAVES,NM,88201,300000,,Year,,2025,Q2
I-200-25002-589956,Gastroenterologist,29-1229.00,"physicians, all other",Y,2025-01-24 00:00:00,2028-01-23 00:00:00,Riverside Medical Group,,500 J Clyde Morris Blvd.,Newport News City,NEWPORT NEWS CITY,VA,23601,550000,,Year,III,2025,Q2
I-200-25002-588647,Hematologist/Medical Oncologist,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Masoud Khorsand-Sahbaie, M.D., P.A.",Kymera Independent Physicians,400 Military Heights Place,Roswell,CHAVES,NM,88201,450000,550000,Year,,2025,Q2
I-200-25002-587504,PHYSICIAN IN A POST GRADUATE TRAINING PROGRAM,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,THE BROOKDALE HOSPITAL MEDICAL CENTER,,One Brookdale Plaza,Brooklyn,KINGS,NY,11212,76427.5,,Year,,2025,Q2
I-200-25002-587592,Physician in a Post Graduate Training Program ,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,The Brookdale Hospital Medical Center ,,1545 Atlantic Avenue,Brooklyn,KINGS,NY,11213,76427.5,,Year,,2025,Q2
I-200-25002-588405,Neuro-Oncologist,29-1229.00,"physicians, all other",Y,2025-06-08 00:00:00,2028-06-07 00:00:00,Allina Health System,,800 East 28th Street,Minneapolis,HENNEPIN,MN,55407,375000,428000,Year,,2025,Q2
I-200-25002-587956,Clinical Resident,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,MAYO CLINIC,,Mayo Clinic,Scottsdale,MARICOPA,AZ,85259,96978,96979,Year,,2025,Q2
I-200-25002-589819,Physician (Infectious Disease),29-1229.00,"physicians, all other",Y,2025-06-20 00:00:00,2028-06-19 00:00:00,VOM-Sonani Management PLLC,,3100 N. Tenaya Way,"Las Vegas,",CLARK,NV,89128,300000,,Week,,2025,Q2
I-200-25002-588410,Clinical Resident,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,MAYO CLINIC,,Mayo Clinic,Rochester,OLMSTED,MN,55905,77930,82717,Year,,2025,Q2
I-200-24366-578859,Physician ,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,UNMC Physicians ,Nebraska Medicine ,2500 Bellevue Medical Center Drive,Bellevue,SARPY,NE,68123,245000,,Year,I,2025,Q2
I-200-24366-579355,PEDIATRIC RESIDENT,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,DRISCOLL CHILDREN'S HOSPITAL,,3533 South Alameda Street,Corpus Christi,NUECES,TX,78411,65351,,Year,,2025,Q2
I-200-24366-578554,PHYSICIAN-PGY,29-1229.00,"physicians, all other",Y,2025-06-20 00:00:00,2028-06-19 00:00:00,ST. BARNABAS HOSPITAL,NOT APPLICABLE,St. Barnabas Hospital,Bronx,BRONX,NY,10457,76343,,Year,,2025,Q2
I-200-24366-578583,PHYSICIAN-PGY,29-1229.00,"physicians, all other",Y,2025-06-20 00:00:00,2028-06-19 00:00:00,ST. BARNABAS HOSPITAL,Not Applicable,St. Barnabas Hospital,Bronx,BRONX,NY,10457,76343,,Year,,2025,Q2
I-200-24366-579239,Physician Neonatal Perinatal Medicine,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Geisinger Clinic,,Geisinger Wyoming Valley Medical Center,Wilkes Barre,LUZERNE,PA,18711,256530,549553,Year,II,2025,Q2
I-200-24366-578447,Resident - Radiation Oncology,29-1229.00,"physicians, all other",Y,2025-01-01 00:00:00,2026-06-30 00:00:00,UPMC Medical Education,,UPMC Presbyterian,Pittsburgh,ALLEGHENY,PA,15213,79059,,Year,,2025,Q2
I-200-24366-578560,PHYSICIAN-PGY,29-1229.00,"physicians, all other",Y,2025-06-20 00:00:00,2028-06-19 00:00:00,ST. BARNABAS HOSPITAL,NOT APPLICABLE,St. Barnabas Hospital,Bronx,BRONX,NY,10457,76343,,Year,,2025,Q2
I-200-24366-578723,Physician ,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,UNMC Physicians ,Nebraska Medicine ,600 South 42nd Street,Omaha,DOUGLAS,NE,68198,245000,,Year,I,2025,Q2
I-200-24366-579036,Physician ,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,UNMC Physicians ,Nebraska Medicine ,2500 Bellevue Medical Center Drive,Bellevue,SARPY,NE,68123,160000,,Year,I,2025,Q2
I-200-24365-577629,Physician,29-1229.00,"physicians, all other",Y,2025-01-01 00:00:00,2027-12-31 00:00:00,"American Oncology Partners, P.A.",,2316 E. Meyer Boulevard,Kansas City,JACKSON,MO,64132,300000,,Year,III,2025,Q2
I-200-24365-575834,PHYSICIAN-PGY-1,29-1229.00,"physicians, all other",Y,2025-06-20 00:00:00,2028-06-19 00:00:00,ST. BARNABAS HOSPITAL,,St. Barnabas Hospital,Bronx,BRONX,NY,10457,76343,,Year,,2025,Q2
I-200-24365-577065,Physician ,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,UNMC Physicians ,Nebraska Medicine ,2500 Bellevue Medical Center Drive,Bellevue,SARPY,NE,68123,230500,,Year,I,2025,Q2
I-200-24365-575859,PHYSICIAN-PGY,29-1229.00,"physicians, all other",Y,2025-06-20 00:00:00,2028-06-19 00:00:00,ST. BARNABAS HOSPITAL,NOT APPLICABLE,St. Barnabas Hospital,Bronx,BRONX,NY,10457,76343,,Year,,2025,Q2
I-200-24365-575832,PHYSICIAN-PGY-1,29-1229.00,"physicians, all other",Y,2025-06-20 00:00:00,2028-06-19 00:00:00,ST. BARNABAS HOSPITAL,Not Applicable,St. Barnabas Hospital,Bronx,BRONX,NY,10457,76343,,Year,,2025,Q2
I-200-24365-576301,Physician ,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,UNMC Physicians ,Nebraska Medicine ,2510 Bellevue Medical Center,Bellevue,SARPY,NE,68123,245000,,Year,I,2025,Q2
I-200-24365-576233,Resident Physician,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2026-06-30 00:00:00,Marshfield Clinic,,1000 N. Oak Ave.,Marshfield,WOOD,WI,54449,78041.85,,Year,,2025,Q2
I-200-24365-576790,Rheumatologist,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Mayo Clinic ,,1221 Whipple Street,Eau Claire,EAU CLAIRE,WI,54703,262017.6,,Year,IV,2025,Q2
I-200-24365-577550,Nephrologist,29-1229.00,"physicians, all other",Y,2025-01-15 00:00:00,2027-10-31 00:00:00,"Mt. Baker Nephrology Associates, Inc., P.S.",Mount Baker Nephrology Associates,3104 Squalicum Parkway,Bellingham,WHATCOM,WA,98225,240000,,Year,I,2025,Q2
I-200-24365-576405,Physician ,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,UNMC Physicians ,Nebraska Medicine ,600 South 42nd Street,Omaha,DOUGLAS,NE,68198,388200,,Year,I,2025,Q2
I-200-24365-576759,Senior Associate Consultant - Gastroenterology,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Mayo Clinic ,,1025 Marsh St.,Mankato,BLUE EARTH,MN,56001,526043,,Year,IV,2025,Q2
I-200-24365-576334,Resident Physician,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2027-06-30 00:00:00,Marshfield Clinic,,1000 N. Oak Ave.,Marshfield,WOOD,WI,54449,71233.7,,Year,,2025,Q2
I-200-24365-577386,Pulmonary/Critical Care Physician,29-1229.00,"physicians, all other",Y,2025-06-26 00:00:00,2028-06-25 00:00:00,Henry Ford Health System,Henry Ford Health,6777 W. Maple Rd.,West Bloomfield,OAKLAND,MI,48322,283480,,Year,II,2025,Q2
I-200-24365-576392,Physician,29-1229.00,"physicians, all other",Y,2025-06-18 00:00:00,2028-06-17 00:00:00,Banner University Medical Group,,1441 N 12th Street 2nd Floor,Phoenix,MARICOPA,AZ,85006,400000,,Year,IV,2025,Q2
I-200-24365-576610,Physician ,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,UNMC Physicians ,Nebraska Medicine ,600 South 42nd Street,Omaha,DOUGLAS,NE,68198,350000,,Year,I,2025,Q2
I-200-24365-577276,Nephrologist,29-1229.00,"physicians, all other",N,2025-01-07 00:00:00,2028-01-06 00:00:00,Peachtree Nephrology PC,,5655 Peachtree Dunwoody Road,Atlanta,FULTON,GA,30342,119,,Hour,,2025,Q2
I-200-24365-577214,Physician ,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,UNMC Physicians ,Nebraska Medicine ,2500 Bellevue Medical Center Drive,Bellevue,SARPY,NE,68123,150000,,Year,I,2025,Q2
I-200-24365-576907,Physician ,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,UNMC Physicians ,Nebraska Medicine ,600 South 42nd Street,Omaha,DOUGLAS,NE,68198,93000,,Year,I,2025,Q2
I-200-24365-576826,Senior Associate Consultant - Medical Oncology,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Mayo Clinic ,,1025 Marsh St.,Mankato,BLUE EARTH,MN,56001,446270,,Year,IV,2025,Q2
I-200-24365-576693,"Physician, Medical Director, York Hospital Hospitalists",29-1229.00,"physicians, all other",N,2025-01-06 00:00:00,2028-01-05 00:00:00,WellSpan Medical Group,Wellspan Health,1001 South George Street,York,YORK,PA,17403,157.5,,Hour,III,2025,Q2
I-200-24365-576856,Senior Associate Consultant - Medical Oncology,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Mayo Clinic ,,1025 Marsh St.,Mankato,BLUE EARTH,MN,56001,446270,,Year,IV,2025,Q2
I-200-24366-577885,Assistant Professor,29-1229.00,"physicians, all other",Y,2025-01-13 00:00:00,2028-01-12 00:00:00,University of Texas Medical Branch,UTMB Health,301 University Blvd,Galveston,GALVESTON,TX,77555,240000,,Year,IV,2025,Q2
I-200-24365-575838,PHYSICIAN-PGY-1,29-1229.00,"physicians, all other",Y,2025-06-20 00:00:00,2028-06-19 00:00:00,ST. BARNABAS HOSPITAL,Not Applicable,St. Barnabas Hospital,Bronx,BRONX,NY,10457,76343,,Year,,2025,Q2
I-200-24365-575831,PHYSICIAN-PGY-1,29-1229.00,"physicians, all other",Y,2025-06-20 00:00:00,2028-06-19 00:00:00,ST. BARNABAS HOSPITAL,Not Applicable,St. Barnabas Hospital,Bronx,BRONX,NY,10457,76343,,Year,,2025,Q2
I-200-24362-573671,Physician,29-1229.00,"physicians, all other",Y,2025-03-01 00:00:00,2028-02-28 00:00:00,Banner Medical Group,,2946 E Banner Gateway Drive,Gilbert,MARICOPA,AZ,85234,361000,465000,Year,IV,2025,Q2
I-200-24361-571526,Resident - Radiation Oncology,29-1229.00,"physicians, all other",Y,2025-01-01 00:00:00,2026-06-30 00:00:00,UPMC Medical Education,,UPMC Presbyterian,Pittsburgh,ALLEGHENY,PA,15213,79059,,Year,,2025,Q2
I-200-24360-570992,Endocrinologist,29-1229.00,"physicians, all other",Y,2025-06-15 00:00:00,2028-06-14 00:00:00,Mayo Clinic ,,1221 Whipple St.,Eau Claire,EAU CLAIRE,WI,54703,259896,,Year,IV,2025,Q2
I-200-24359-570129,Fellow - Hematology & Oncology,29-1229.00,"physicians, all other",Y,2025-01-01 00:00:00,2027-06-30 00:00:00,UPMC Medical Education,,UPMC Presbyterian,Pittsburgh,ALLEGHENY,PA,15213,79059,,Year,,2025,Q2
I-200-24359-569344,Hematology Oncology Physician,29-1229.00,"physicians, all other",Y,2025-01-27 00:00:00,2028-01-26 00:00:00,"THE IOWA CLINIC, P.C.",,5950 University Avenue,West Des Moines,DALLAS,IA,50266,700000,850000,Year,II,2025,Q2
I-200-24358-568590,Medical House Staff - Fellow,29-1229.00,"physicians, all other",Y,2025-05-01 00:00:00,2025-10-13 00:00:00,Emory University,,1364 Clifton Road,Atlanta,DEKALB,GA,30322,79008,,Year,,2025,Q2
I-200-24358-567809,Endocrinologist,29-1229.00,"physicians, all other",Y,2025-06-18 00:00:00,2028-06-17 00:00:00,"SPARTANBURG REGIONAL HEALTH SERVICES DISTRICT, INC.",SPARTANBURG REGIONAL HEALTHCARE SYSTEM,101 E Wood Street,Spartanburg,SPARTANBURG,SC,29303,194240,200000,Year,,2025,Q2
I-200-24355-564100,Physician (Nephrologist),29-1229.00,"physicians, all other",Y,2024-12-23 00:00:00,2027-12-22 00:00:00,"Northwest Renal Clinic, Inc.",,232 NE Norton Lane,McMinnville,YAMHILL,OR,97218,240000,,Year,,2025,Q2
I-200-24354-556957,Faculty Physician,29-1229.00,"physicians, all other",Y,2025-05-21 00:00:00,2028-05-20 00:00:00,Henry Ford Health System,Henry Ford Health,2799 W. Grand Blvd.,Detroit,WAYNE,MI,48202,272360,,Year,III,2025,Q2
I-200-24354-557949,Hospitalist,29-1229.00,"physicians, all other",Y,2024-12-30 00:00:00,2027-12-29 00:00:00,Banner Medical Group,,1800 E Florence Blvd,Casa Grande,MARICOPA,AZ,85122,359000,,Year,IV,2025,Q2
I-200-24354-557443,Resident Physician,29-1229.00,"physicians, all other",Y,2025-06-20 00:00:00,2025-06-30 00:00:00,Marshfield Clinic,,1000 N. Oak Ave.,Marshfield,WOOD,WI,54449,71362.22,,Year,,2025,Q2
I-200-24354-557430,Resident Physician,29-1229.00,"physicians, all other",Y,2025-06-20 00:00:00,2025-06-30 00:00:00,Marshfield Clinic,,1000 N. Oak Ave.,Marshfield,WOOD,WI,54449,71362.22,,Year,,2025,Q2
I-200-24354-557438,Resident Physician,29-1229.00,"physicians, all other",Y,2025-06-20 00:00:00,2025-06-30 00:00:00,Marshfield Clinic,,1000 N. Oak Ave.,Marshfield,WOOD,WI,54449,71362.22,,Year,,2025,Q2
I-200-24354-557283,pulmonary/critical care physician,29-1229.00,"physicians, all other",Y,2025-02-01 00:00:00,2028-01-31 00:00:00,Cleveland Clinic Florida,,2950 Cleveland Clinic Blvd,Weston,BROWARD,FL,33331,395000,,Year,IV,2025,Q2
I-200-24354-557411,Resident Physician,29-1229.00,"physicians, all other",Y,2025-06-20 00:00:00,2025-06-30 00:00:00,Marshfield Clinic,,1000 N. Oak Ave.,Marshfield,WOOD,WI,54449,71362.22,,Year,,2025,Q2
I-200-24353-555570,Senior Associate Consultant / Emergency Medicine Resident,29-1229.00,"physicians, all other",Y,2025-06-17 00:00:00,2028-06-16 00:00:00,Mayo Clinic ,,4500 San Pablo Rd S,Jacksonville,DUVAL,FL,32224,75191,321250,Year,II,2025,Q2
I-200-24353-555130,Endocrine Physician,29-1229.00,"physicians, all other",Y,2025-06-10 00:00:00,2025-07-22 00:00:00,"Northeast Medical Group, Inc. ",,2015 W Main Street,Stamford,STAMFORD CITY,CT,06902,260000,,Year,,2025,Q2
I-200-24354-556513,"Attending Physician, Liver and Intestinal Transplant Surgeon",29-1229.00,"physicians, all other",Y,2025-02-01 00:00:00,2028-01-31 00:00:00,"MedStar Medical Group II, LLC",MedStar Medical Group,3800 Reservoir Road NW,Washington,DISTRICT OF COLUMBIA,DC,20007,500000,,Year,IV,2025,Q2
I-200-24353-554898,Resident Physician,29-1229.00,"physicians, all other",Y,2025-06-11 00:00:00,2028-06-10 00:00:00,Loma Linda - Inland Empire Consortium for Healthcare Education,Loma Linda University Health Education Consortium,11234 Anderson Street,Loma Linda,SAN BERNARDINO,CA,92354,83683,,Year,,2025,Q2
I-200-24352-551800,Resident Physician,29-1229.00,"physicians, all other",Y,2025-06-14 00:00:00,2025-06-30 00:00:00,Oregon Health & Science University,,3181 S.W. Sam Jackson Park Rd.,Portland,MULTNOMAH,OR,97223,84718.27,,Year,,2025,Q2
I-200-24352-551056,Pediatric Pulmonologist,29-1229.00,"physicians, all other",Y,2024-12-30 00:00:00,2027-12-29 00:00:00,AHS Hospital Corp.,,Atlantic Health Childrens Specialty Center,Morristown,MORRIS,NJ,07960,225000,,Year,I,2025,Q2
I-200-24352-551708,Resident Physician,29-1229.00,"physicians, all other",Y,2025-06-15 00:00:00,2025-06-30 00:00:00,Oregon Health & Science University,,3181 S.W. Sam Jackson Park Rd.,Portland,MULTNOMAH,OR,97239,84718.27,,Year,,2025,Q2
I-200-24352-551759,Clinical Fellow,29-1229.00,"physicians, all other",Y,2025-01-15 00:00:00,2028-01-14 00:00:00,The University of Tennessee Health Science Center,,848 Adams Avenue,Memphis,SHELBY,TN,38103,73068,,Year,,2025,Q2
I-200-24352-548565,Resident Physician,29-1229.00,"physicians, all other",Y,2025-01-01 00:00:00,2027-12-31 00:00:00,Loma Linda - Inland Empire Consortium for Healthcare Education,Loma Linda University Health Education Consortium,11234 Anderson Street,Loma Linda,SAN BERNARDINO,CA,92354,83683,,Year,,2025,Q2
I-200-24351-547413,Assistant Professor,29-1229.00,"physicians, all other",Y,2025-02-14 00:00:00,2028-02-13 00:00:00,University of Utah,University of Utah,2000 Circle of Hope Drive,Salt Lake City,SALT LAKE,UT,84112,283337,,Year,II,2025,Q2
I-200-24351-546137,Nephrologist,29-1229.00,"physicians, all other",Y,2025-06-15 00:00:00,2028-06-14 00:00:00,"South Carolina Nephrology and Hypertension Center, Inc.",South Carolina Nephrology and Hypertension Center,3000 St. Matthews Road,Orangeburg,ORANGEBURG,SC,29118,297000,,Year,I,2025,Q2
I-200-24351-546152,Nephrologist,29-1229.00,"physicians, all other",Y,2025-06-15 00:00:00,2028-06-14 00:00:00,"South Carolina Nephrology and Hypertension Center, Inc.",South Carolina Nephrology and Hypertension Center,124 Fire Tower Road,Orangeburg,ORANGEBURG,SC,29118,297000,,Year,I,2025,Q2
I-200-24348-541993,Consultant - Infectious Diseases,29-1229.00,"physicians, all other",Y,2025-06-01 00:00:00,2028-05-31 00:00:00,Mayo Clinic ,,200 First Street SW,Rochester,OLMSTED,MN,55905,309750,,Year,IV,2025,Q2
I-200-24348-542397,Physician,29-1229.00,"physicians, all other",Y,2025-06-12 00:00:00,2028-06-11 00:00:00,Nephrology Associates of Lancaster ,Hypertension & Kidney Specialists,2110 Harrisburg Pike,Lancaster,LANCASTER,PA,17604,280000,,Year,II,2025,Q2
I-200-24348-542074,Geriatrician,29-1229.00,"physicians, all other",Y,2025-03-18 00:00:00,2028-03-17 00:00:00,Scott & White Clinic,,4945 Williams Drive,Georgetown,WILLIAMSON,TX,78633,325000,375000,Year,II,2025,Q2
I-200-24348-542311,Assistant Professor,29-1229.00,"physicians, all other",Y,2025-02-01 00:00:00,2028-01-31 00:00:00,University of Colorado Denver,,1665 Aurora Court,Aurora,ADAMS,CO,80045,74464,210000,Year,II,2025,Q2
I-200-24348-542897,Consultant - Pulmonary,29-1229.00,"physicians, all other",Y,2025-06-01 00:00:00,2028-05-31 00:00:00,Mayo Clinic ,,200 First Street SW,Rochester,OLMSTED,MN,55905,488000,,Year,IV,2025,Q2
I-200-24347-539742,Physician,29-1229.00,"physicians, all other",Y,2025-05-02 00:00:00,2028-05-01 00:00:00,"FLORIDA HOSPITAL HEALTHCARE PARTNERS, INC.",ADVENTHEALTH MEDICAL GROUP - EAST FLORIDA,1070 N Stone Street,DeLand,VOLUSIA,FL,32720,250000,,Year,III,2025,Q2
I-200-24347-538393,Sleep Medicine Physician,29-1229.00,"physicians, all other",N,2025-01-01 00:00:00,2027-12-30 00:00:00,Heart and Vascular Clinic,,400 Whitesport Drive,Birmingham,MADISON,AL,35801,91,,Hour,II,2025,Q2
I-200-24347-540039,Physician-Medical Weight Loss,29-1229.00,"physicians, all other",Y,2025-01-20 00:00:00,2028-01-19 00:00:00,NORTHEAST MEDICAL PRACTICE INC.,,85 Herrick Street,Beverly,ESSEX,MA,01915,232856,311667,Year,III,2025,Q2
I-200-24347-537611,Medical Oncologist,29-1229.00,"physicians, all other",Y,2025-03-17 00:00:00,2028-03-16 00:00:00,Dana-Farber Cancer Institute,,450 Brookline Avenue,Boston,BOSTON CITY,MA,02215,399999.99,400000,Year,,2025,Q2
I-200-24347-539445,Fellow in Pulmonary Disease / Critical Care Medicine,29-1229.00,"physicians, all other",Y,2025-06-10 00:00:00,2025-06-30 00:00:00,Bridgeport Hospital,,267 Grant Street,Bridgeport,BRIDGEPORT CITY,CT,06610,103142,,Year,,2025,Q2
I-200-24347-539915,Physician,29-1229.00,"physicians, all other",Y,2025-02-10 00:00:00,2028-02-09 00:00:00,"Florida Hospital Medical Group, Inc. ",AdventHealth Medical Group ,400 Celebration Place,Kissimmee,OSCEOLA,FL,34747,400000,,Year,III,2025,Q2
I-200-24347-538812,Hospitalist-Internal Medicine Physician,29-1229.00,"physicians, all other",N,2024-12-31 00:00:00,2027-12-30 00:00:00,The Healthcare Authority of the City of Greenville “L V Stabler Hospital,Regional Medical Center of Central Alabama,29 L.V. STABLER DRIVE,GREENVILLE,BUTLER,AL,36037,150,,Hour,II,2025,Q2
I-200-24346-535051,Gastroenterologist,29-1229.00,"physicians, all other",Y,2025-06-02 00:00:00,2028-06-01 00:00:00,"Mercy Hospital, Cedar Rapids, Iowa","Mercy Medical Center, Cedar Rapids, Iowa",701 10th Street SE,Cedar Rapids,LINN,IA,52403-1251,560000,1059108,Year,,2025,Q2
I-200-24346-535050,Gastroenterologist,29-1229.00,"physicians, all other",Y,2025-06-02 00:00:00,2028-06-01 00:00:00,"Mercy Hospital, Cedar Rapids, Iowa","Mercy Medical Center, Cedar Rapids, Iowa",701 10th Street SE,Cedar Rapids,LINN,IA,52403-1251,560000,1059108,Year,,2025,Q2
I-200-24346-535699,Assistant Professor of Clinical,29-1229.00,"physicians, all other",Y,2025-06-02 00:00:00,2028-06-01 00:00:00,UNIVERSITY OF MIAMI,,1611 NW 12th Ave,Miami,MIAMI-DADE,FL,33136,227266,227267,Year,III,2025,Q2
